file, timestamp, query, database, embedding_model, llm, query_time, generation_time, total_time, chunk_size, chunk_overlap
chroma_search.py,2025-03-26 20:24:23,What does the $gte operator mean in a Mongo query?,chroma,all-mpnet-base-v2,llama2:7b,0.6792383193969727,36.558854818344116,37.23809313774109,100,20
chroma_search.py,2025-03-26 20:26:37,"In Redis, what is the difference between the INC and INCR commands?",chroma,all-mpnet-base-v2,llama2:7b,0.9003415107727051,124.10581111907959,125.0061526298523,100,20
chroma_search.py,2025-03-26 20:36:46,What is the difference between a list where memory is contiguously allocated and a list where linked structures are used?,chroma,all-mpnet-base-v2,llama2:7b,0.7042181491851807,97.46605348587036,98.17027163505554,100,20
chroma_search.py,2025-03-26 20:38:23,What is disk-based indexing and why is it important for database systems?,chroma,all-mpnet-base-v2,llama2:7b,0.7532298564910889,88.32595562934875,89.07918548583984,100,20
chroma_search.py,2025-03-26 20:41:24,What are the key benefits of using NoSQL databases over traditional relational databases?,chroma,all-mpnet-base-v2,llama2:7b,0.70509934425354,121.70282435417175,122.4079236984253,100,20
chroma_search.py,2025-03-26 20:43:39,What is the difference between strong consistency and eventual consistency in distributed databases?,chroma,all-mpnet-base-v2,llama2:7b,0.8941299915313721,121.86115503311157,122.75528502464294,100,20
chroma_search.py,2025-03-26 20:45:55,How does Neo4j leverage the Cypher query language to handle graph-based data,chroma,all-mpnet-base-v2,llama2:7b,0.8760428428649902,120.82900476455688,121.70504760742188,100,20
chroma_search.py,2025-03-26 20:53:20,What does the $gte operator mean in a Mongo query?,chroma,all-mpnet-base-v2,mistral:latest,0.7801923751831055,97.86524438858032,98.64543676376343,100,20
chroma_search.py,2025-03-26 20:55:00,"In Redis, what is the difference between the INC and INCR commands?",chroma,all-mpnet-base-v2,mistral:latest,0.756087064743042,90.94916820526123,91.70525527000427,100,20
chroma_search.py,2025-03-26 20:58:21,What is the difference between a list where memory is contiguously allocated and a list where linked structures are used?,chroma,all-mpnet-base-v2,mistral:latest,0.7378666400909424,59.09462547302246,59.8324921131134,100,20
chroma_search.py,2025-03-26 20:59:49,What is disk-based indexing and why is it important for database systems?,chroma,all-mpnet-base-v2,mistral:latest,0.8796093463897705,63.943817138671875,64.82342648506165,100,20
chroma_search.py,2025-03-26 21:03:05,What are the key benefits of using NoSQL databases over traditional relational databases?,chroma,all-mpnet-base-v2,mistral:latest,0.9076030254364014,108.37846851348877,109.28607153892517,100,20
chroma_search.py,2025-03-26 21:06:17,What is the difference between strong consistency and eventual consistency in distributed databases?,chroma,all-mpnet-base-v2,mistral:latest,0.8973667621612549,96.99367070198059,97.89103746414185,100,20
chroma_search.py,2025-03-26 21:07:36,Describe a scenario where vertical scaling would be preferable to horizontal scaling.,chroma,all-mpnet-base-v2,mistral:latest,0.8967328071594238,69.24447345733643,70.14120626449585,100,20
chroma_search.py,2025-03-26 21:09:15,How does Neo4j leverage the Cypher query language to handle graph-based data,chroma,all-mpnet-base-v2,mistral:latest,0.7917375564575195,86.71795630455017,87.50969386100769,100,20
chroma_search.py,2025-03-26 21:15:45,What does the $gte operator mean in a Mongo query?,chroma,nomic-embed-text,mistral:latest,0.09350156784057617,142.53129744529724,142.62479901313782,100,20
chroma_search.py,2025-03-26 21:17:52,"In Redis, what is the difference between the INC and INCR commands?",chroma,nomic-embed-text,mistral:latest,0.09066057205200195,122.34743976593018,122.43810033798218,100,20
chroma_search.py,2025-03-26 21:20:29,What is the difference between a list where memory is contiguously allocated and a list where linked structures are used?,chroma,nomic-embed-text,mistral:latest,0.09035038948059082,137.7789101600647,137.8692605495453,100,20
chroma_search.py,2025-03-26 21:22:14,What is disk-based indexing and why is it important for database systems?,chroma,nomic-embed-text,mistral:latest,0.06890034675598145,95.37245154380798,95.44135189056396,100,20
chroma_search.py,2025-03-26 21:25:30,What are the key benefits of using NoSQL databases over traditional relational databases?,chroma,nomic-embed-text,mistral:latest,0.09896254539489746,182.0721616744995,182.1711242198944,100,20
chroma_search.py,2025-03-26 21:28:16,What is the difference between strong consistency and eventual consistency in distributed databases?,chroma,nomic-embed-text,mistral:latest,0.07439613342285156,161.154967546463,161.22936367988586,100,20
chroma_search.py,2025-03-26 21:31:31,Describe a scenario where vertical scaling would be preferable to horizontal scaling.,chroma,nomic-embed-text,mistral:latest,0.04886484146118164,182.16192770004272,182.2107925415039,100,20
chroma_search.py,2025-03-26 21:33:48,How does Neo4j leverage the Cypher query language to handle graph-based data,chroma,nomic-embed-text,mistral:latest,0.05160808563232422,129.1778109073639,129.22941899299622,100,20
chroma_search.py,2025-03-26 21:39:02,What does the $gte operator mean in a Mongo query?,chroma,nomic-embed-text,llama2:7b,0.07100152969360352,213.30297207832336,213.37397360801697,100,20
